PLAYER_ID,def_2 Pointers_freq,def_3 Pointers_freq,def_Greater_Than_15_Ft_freq,def_Less_Than_10_Ft_freq,def_Less_Than_6_Ft_freq,def_2 Pointers_dfgm,def_3 Pointers_dfgm,def_Greater_Than_15_Ft_dfgm,def_Less_Than_10_Ft_dfgm,def_Less_Than_6_Ft_dfgm,def_2 Pointers_dfga,def_3 Pointers_dfga,def_Greater_Than_15_Ft_dfga,def_Less_Than_10_Ft_dfga,def_Less_Than_6_Ft_dfga,def_2 Pointers_plus_minus,def_3 Pointers_plus_minus,def_Greater_Than_15_Ft_plus_minus,def_Less_Than_10_Ft_plus_minus,def_Less_Than_6_Ft_plus_minus
200826,0.5660000000000001,0.434,0.637,0.259,0.153,2.34,1.34,2.03,1.29,0.9,4.18,3.21,4.71,1.91,1.13,0.073,0.059000000000000004,0.062,0.121,0.184
201142,0.649,0.35100000000000003,0.485,0.446,0.359,3.64,1.45,1.97,2.79,2.46,7.85,4.24,5.87,5.39,4.34,-0.048,-0.015,-0.031,-0.05,-0.053
201143,0.75,0.25,0.42700000000000005,0.49,0.35700000000000004,5.01,1.26,2.25,3.62,2.93,11.51,3.83,6.55,7.51,5.48,-0.076,-0.032,-0.031,-0.087,-0.087
201144,0.555,0.445,0.63,0.27699999999999997,0.218,2.5,1.42,2.0,1.75,1.42,5.5,4.42,6.25,2.75,2.17,-0.046,-0.046,-0.047,0.08199999999999999,0.036000000000000004
201145,0.627,0.373,0.513,0.43200000000000005,0.319,3.13,1.22,1.79,2.36,1.87,5.99,3.56,4.9,4.13,3.05,0.01,-0.015,-0.003,0.006,-0.002
201147,0.536,0.46399999999999997,0.621,0.325,0.247,1.89,1.14,1.61,1.3,1.07,3.41,2.96,3.96,2.07,1.57,0.048,0.025,0.035,0.062,0.064
201148,0.8140000000000001,0.18600000000000003,0.295,0.628,0.465,1.85,0.33,0.59,1.48,1.19,3.89,0.89,1.41,3.0,2.22,-0.043,0.013999999999999999,0.045,-0.076,-0.081
201149,0.8420000000000001,0.158,0.42100000000000004,0.474,0.263,0.83,0.17,0.5,0.5,0.5,2.67,0.5,1.33,1.5,0.83,-0.20600000000000002,-0.008,0.0,-0.213,-0.004
201152,0.595,0.405,0.552,0.37,0.275,3.98,1.86,2.53,2.85,2.3,7.57,5.15,7.02,4.7,3.49,0.006,0.0,-0.013000000000000001,0.03,0.025
201156,0.613,0.387,0.555,0.377,0.298,1.76,0.8,1.05,1.36,1.16,3.19,2.01,2.89,1.96,1.55,0.05,0.047,0.002,0.13,0.132
201158,0.518,0.48200000000000004,0.634,0.287,0.191,1.89,1.16,1.61,1.23,1.01,3.41,3.16,4.16,1.89,1.25,0.053,0.012,0.019,0.085,0.19
201160,0.586,0.414,0.517,0.431,0.345,1.21,0.46,0.57,0.96,0.86,2.43,1.71,2.14,1.79,1.43,0.005,-0.08199999999999999,-0.09,0.003,0.024
201162,0.622,0.37799999999999995,0.496,0.435,0.32899999999999996,2.15,0.68,0.96,1.64,1.34,3.26,1.98,2.6,2.28,1.72,0.149,-0.004,0.006,0.153,0.158
