,Player,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area,Pos,3P%,2P%,TRB,AST,STL,BLK,TOV,PF,PTS
867,Joe Crispin,2343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PG,0.27133333333333337,0.37833333333333335,0.4666666666666666,1.0333333333333334,0.2333333333333333,0.0,0.4333333333333333,0.43333333333333335,3.3666666666666667
868,Joe Harris,203925.0,8.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,9.0,SG,0.38483333333333336,0.5227999999999999,2.6,1.3333333333333333,0.3666666666666667,0.16666666666666666,1.0166666666666668,1.716666666666666,8.316666666666668
869,Joe Ingles,204060.0,124.0,147.0,194.0,210.0,113.0,2.0,0.0,10.0,12.0,98.0,4.0,10.0,14.0,4.0,3.0,4.0,15.0,30.0,68.0,395.0,SF,0.4018333333333333,0.51,3.25,3.65,1.0000000000000002,0.11666666666666665,1.583333333333333,1.883333333333333,8.283333333333333
870,Joe Johnson,2207.0,177.0,161.0,215.0,249.0,92.0,10.0,1.0,145.0,159.0,237.0,42.0,117.0,103.0,118.0,99.0,4.0,175.0,219.0,712.0,1050.0,SG,0.3532608695652173,0.4749130434782608,3.765217391304348,3.5565217391304342,0.7956521739130433,0.1826086956521739,1.7478260869565216,1.6913043478260872,14.208695652173915
871,Joe Kleine,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,C,0.0,0.364,0.9,0.3,0.1,0.0,0.3,1.0,1.6
872,Joe Smith,693.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,12.0,32.0,PF,0.19247058823529412,0.4283999999999999,4.880000000000001,0.7249999999999999,0.385,0.59,0.845,2.365,7.365
873,Joe Stephens,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,6.0,SF,0.0,0.442,2.8,0.8,0.5,0.2,0.5,0.7,3.2
874,Joe Young,1626202.0,4.0,4.0,11.0,10.0,11.0,0.0,0.0,4.0,3.0,15.0,2.0,7.0,4.0,7.0,2.0,4.0,14.0,6.0,14.0,51.0,PG,0.271,0.4366666666666667,0.9666666666666668,0.9333333333333332,0.26666666666666666,0.0,0.5,0.5333333333333333,3.266666666666667
875,Joel Anthony,201202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,C,0.0,0.4946666666666666,2.2666666666666666,0.15833333333333333,0.20833333333333331,0.8583333333333334,0.3583333333333333,1.3083333333333331,1.7916666666666667
876,Joel Bolomboy,1627762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,PF,0.125,0.6335,1.5499999999999998,0.1,0.2,0.1,0.25,0.3,1.65
877,Joel Embiid,203954.0,9.0,1.0,46.0,36.0,141.0,4.0,0.0,16.0,3.0,32.0,1.0,105.0,51.0,47.0,24.0,4.0,59.0,70.0,183.0,802.0,C,0.33075,0.517,11.05,3.025,0.775,1.875,3.5250000000000004,3.4,23.5
878,Joel Freeland,200777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,3.0,4.0,11.0,7.0,1.0,5.0,2.0,7.0,4.0,30.0,107.0,C,0.0,0.4596666666666666,3.4333333333333336,0.43333333333333335,0.2333333333333333,0.3666666666666667,0.5,1.6666666666666667,3.1333333333333333
879,Joel Przybilla,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,C,0.0,0.4771875,5.341176470588237,0.38235294117647056,0.21764705882352936,1.0647058823529412,0.911764705882353,2.5529411764705885,2.8588235294117648
880,Joey Dorsey,201595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,PF,0.0,0.4883333333333333,2.9166666666666665,0.2833333333333334,0.3,0.18333333333333332,0.4666666666666666,1.3833333333333335,1.85
881,Joey Graham,101121.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,4.0,3.0,12.0,25.0,SF,0.322,0.4971666666666667,2.65,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.7833333333333333,2.0166666666666666,5.633333333333334
882,Joffrey Lauvergne,203530.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,C,0.236,0.4931666666666667,3.65,0.8500000000000001,0.31666666666666665,0.16666666666666666,0.7999999999999999,1.2833333333333334,5.25
883,Johan Petro,101130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,10.0,29.0,C,0.15625,0.4563,3.72,0.4499999999999999,0.4,0.4400000000000001,0.7300000000000001,2.31,4.21
884,John Amaechi,680.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,23.0,14.0,1.0,22.0,31.0,12.0,23.0,4.0,34.0,12.0,80.0,253.0,C,0.08349999999999999,0.37075,2.525,0.75,0.275,0.30000000000000004,1.225,1.5750000000000002,5.9
885,John Celestand,1911.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8.0,PG,0.222,0.361,0.7,1.3,0.4,0.0,1.0,1.4,2.3
886,John Coker,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,C,0.0,0.125,0.8,0.3,0.2,0.0,0.3,0.7,0.3
887,John Collins,1628381.0,26.0,18.0,21.0,27.0,35.0,1.0,0.0,4.0,5.0,9.0,0.0,8.0,10.0,8.0,4.0,1.0,8.0,31.0,88.0,834.0,PF,0.363,0.6163333333333333,9.066666666666666,1.6,0.6000000000000001,1.1,1.7333333333333332,3.2,17.2
888,John Crotty,180.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,PG,0.43525,0.39399999999999996,1.275,2.2,0.35,0.025,0.8500000000000001,1.425,4.275
889,John Edwards,2823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,1.0,4.0,1.0,16.0,C,0.0,0.4255,1.0,0.1,0.1,0.30000000000000004,0.3,1.2,1.5
890,John Henson,203089.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,43.0,PF,0.14600000000000002,0.5765,4.98,1.13,0.51,1.2899999999999998,1.06,2.0900000000000003,6.9700000000000015
891,John Holland,204066.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,SF,0.306,0.261,0.5,0.1,0.15,0.05,0.15,0.2,1.15
892,John Jenkins,203098.0,8.0,15.0,20.0,29.0,6.0,0.0,0.0,4.0,4.0,22.0,2.0,1.0,5.0,6.0,2.0,2.0,15.0,5.0,6.0,53.0,SG,0.4124,0.4773333333333334,1.23,0.7,0.12,0.05,0.43,0.44,4.040000000000001
893,John Konchar,1629723.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,SG,0.444,0.731,3.1,1.4,0.5,0.2,0.4,0.5,3.4
894,John Lucas III,101249.0,4.0,3.0,14.0,19.0,14.0,1.0,0.0,1.0,3.0,10.0,5.0,0.0,5.0,2.0,12.0,2.0,10.0,11.0,15.0,18.0,PG,0.23175,0.4184999999999999,0.6875000000000001,1.2625,0.3375,0.0,0.425,0.6125,3.5375
895,John Salley,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,14.0,C,0.0,0.362,1.4,0.6,0.2,0.3,0.4,1.5,1.6
896,John Salmons,2422.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,SG,0.3626842105263158,0.43931578947368416,2.9105263157894736,2.394736842105264,0.8578947368421053,0.2736842105263158,1.3,1.868421052631579,10.089473684210526
897,John Starks,317.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,SG,0.33,0.3846,2.22,3.28,1.0,0.12000000000000002,1.32,2.54,9.96
898,John Stockton,304.0,8.0,12.0,40.0,55.0,43.0,0.0,0.0,52.0,100.0,67.0,9.0,39.0,62.0,51.0,51.0,14.0,83.0,63.0,51.0,574.0,PG,0.37525,0.52075,2.775,8.299999999999999,1.725,0.25,2.35,2.35,11.95
899,John Thomas,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,C,0.0,0.4910000000000001,1.8,0.18333333333333332,0.2333333333333333,0.25,0.5499999999999999,1.4666666666666668,1.4333333333333331
900,John Wall,202322.0,35.0,36.0,146.0,200.0,113.0,8.0,0.0,59.0,54.0,135.0,31.0,60.0,67.0,118.0,219.0,13.0,344.0,165.0,197.0,1897.0,PG,0.2928888888888889,0.4582222222222223,4.2444444444444445,9.1,1.6444444444444448,0.7444444444444445,3.8,2.2444444444444445,19.022222222222226
901,John Wallace,961.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,7.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,0.0,2.0,9.0,5.0,17.0,SF,0.22575,0.444,1.95,0.5,0.2,0.25,0.8,1.45,5.425000000000002
902,Johnathan Motley,1628405.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,7.0,25.0,PF,0.389,0.612,2.533333333333333,0.5666666666666668,0.2333333333333333,0.10000000000000002,0.6333333333333334,1.1,5.166666666666667
903,Johnathan Williams,1629140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,56.0,C,0.0,0.649,4.0,0.5,0.2,0.4,0.55,1.8,4.85
904,Johnny Newman,271.0,2.0,6.0,9.0,2.0,3.0,0.0,0.0,1.0,7.0,8.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,SF,0.3666666666666667,0.4726666666666666,1.6666666666666667,0.8333333333333334,0.6666666666666666,0.10000000000000002,0.9333333333333336,2.4,8.366666666666667
905,Jon Barry,468.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,10.0,SG,0.4025555555555556,0.4576666666666666,2.1444444444444453,2.3444444444444437,0.8888888888888888,0.1222222222222222,1.0666666666666669,1.4111111111111108,6.477777777777778
906,Jon Brockman,201972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,50.0,PF,0.0,0.462,3.033333333333333,0.3333333333333333,0.20000000000000004,0.03333333333333333,0.3666666666666667,1.6666666666666667,2.033333333333333
907,Jon Leuer,202720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,PF,0.201,0.5163,3.05,0.62,0.30000000000000004,0.20000000000000004,0.6199999999999999,1.4,4.95
908,Jonah Bolden,1628413.0,2.0,6.0,9.0,7.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,PF,0.0885,0.667,2.0250000000000004,0.225,0.45,0.475,0.4,1.675,2.2750000000000004
909,Jonas Jerebko,201973.0,24.0,21.0,33.0,24.0,12.0,0.0,0.0,6.0,6.0,15.0,0.0,2.0,5.0,2.0,4.0,1.0,7.0,0.0,18.0,144.0,PF,0.3654545454545455,0.5,3.945454545454545,0.8454545454545453,0.5363636363636363,0.2272727272727273,0.6909090909090909,1.9090909090909087,6.227272727272728
910,Jonathan Bender,1886.0,4.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,17.0,SF,0.303,0.4755,2.025,0.6124999999999999,0.1125,0.5625000000000001,0.9,1.3125,5.225
911,Jonathan Gibson,1626780.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,PG,0.4165,0.5635,1.05,1.25,0.25,0.0,1.0,1.25,7.35
912,Jonathan Isaac,1628371.0,29.0,21.0,34.0,24.0,22.0,0.0,0.0,2.0,7.0,16.0,3.0,11.0,13.0,4.0,5.0,2.0,10.0,16.0,18.0,236.0,PF,0.3336666666666666,0.4729999999999999,5.366666666666667,1.0666666666666669,1.2000000000000002,1.6000000000000003,1.1666666666666667,2.066666666666667,9.0
913,Jonathon Simmons,203613.0,18.0,7.0,34.0,11.0,18.0,0.0,0.0,1.0,2.0,23.0,0.0,6.0,8.0,8.0,12.0,0.0,28.0,24.0,66.0,208.0,SG,0.32366666666666666,0.4695,2.2833333333333328,2.0,0.5666666666666668,0.21666666666666667,1.25,1.8333333333333333,7.5
914,Jonny Flynn,201938.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,PG,0.3008,0.3822,1.52,3.4799999999999995,0.46,0.08,1.7,0.92,6.380000000000001
915,Jordan Adams,203919.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,16.0,SG,0.2,0.405,0.95,1.0,1.0,0.1,0.75,0.9,3.3
916,Jordan Bell,1628395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,8.0,2.0,4.0,0.0,6.0,13.0,15.0,157.0,C,0.2444,0.5128,2.7,1.0,0.32,0.5,0.8800000000000001,1.02,3.8400000000000007
917,Jordan Bone,1629648.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PG,0.2,0.3,0.4,0.8,0.1,0.0,0.2,0.6,1.2
918,Jordan Clarkson,203903.0,43.0,17.0,80.0,64.0,41.0,1.0,0.0,9.0,6.0,51.0,1.0,26.0,30.0,12.0,32.0,2.0,17.0,53.0,97.0,260.0,SG,0.3502,0.5105999999999999,2.93,2.46,0.8,0.16,1.54,1.55,14.52
919,Jordan Crawford,202348.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,SG,0.3355833333333334,0.4437499999999999,2.35,3.016666666666666,0.6333333333333334,0.09166666666666666,1.75,1.4916666666666665,11.216666666666667
920,Jordan Farmar,200770.0,3.0,4.0,17.0,8.0,3.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,10.0,PG,0.3809,0.4154000000000001,1.86,3.12,0.82,0.12000000000000002,1.4300000000000002,1.37,7.7
921,Jordan Hamilton,202706.0,1.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,22.0,SF,0.3660000000000001,0.43157142857142855,3.0,0.9857142857142857,0.5,0.21428571428571427,0.7571428571428571,1.1428571428571428,6.257142857142857
922,Jordan Hill,201941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,1.0,7.0,5.0,2.0,4.0,1.0,15.0,17.0,66.0,167.0,C,0.030333333333333337,0.4895000000000001,4.891666666666667,0.5583333333333333,0.3583333333333334,0.5916666666666668,0.8916666666666667,1.95,6.233333333333333
923,Jordan Loyd,1628070.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,PG,0.5,0.4,0.8,0.5,0.0,0.0,0.2,0.4,2.4
924,Jordan McLaughlin,1629162.0,2.0,2.0,12.0,11.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,50.0,PG,0.382,0.569,1.6,4.2,1.1,0.1,1.0,1.0,7.6
925,Jordan McRae,203895.0,8.0,2.0,7.0,3.0,5.0,0.0,0.0,2.0,1.0,9.0,0.0,3.0,6.0,3.0,3.0,0.0,1.0,0.0,4.0,28.0,SG,0.3805555555555556,0.3971111111111111,1.9444444444444449,1.4666666666666666,0.3333333333333333,0.2,0.7777777777777778,1.2666666666666666,6.955555555555557
926,Jordan Mickey,1626175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,PF,0.0625,0.46,1.9,0.26666666666666666,0.13333333333333333,0.43333333333333335,0.4333333333333334,0.7999999999999999,2.2666666666666666
927,Jordan Poole,1629673.0,6.0,6.0,18.0,35.0,8.0,1.0,0.0,1.0,1.0,16.0,0.0,4.0,1.0,5.0,5.0,0.0,9.0,8.0,14.0,39.0,SG,0.279,0.392,2.1,2.4,0.6,0.2,1.3,1.6,8.8
928,Jordan Sibert,1626296.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
929,Jordan Williams,202716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,65.0,C,0.0,0.507,3.6,0.3,0.5,0.3,0.5,1.4,4.6
930,Jorge Garbajosa,200816.0,14.0,5.0,19.0,14.0,21.0,0.0,0.0,15.0,14.0,31.0,5.0,2.0,3.0,8.0,5.0,9.0,19.0,4.0,11.0,33.0,PF,0.35850000000000004,0.343,3.5,1.15,0.8,0.1,0.55,0.8,5.8
931,Joseph Forte,2218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SG,0.0,0.212,0.7,0.7,0.25,0.0,0.5,0.25,1.1
932,Josh Akognon,203006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,0.5,0.5,0.3,0.3,0.0,0.0,0.0,1.0,1.7
933,Josh Boone,200767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,5.0,11.0,0.0,0.0,0.0,5.0,11.0,34.0,493.0,PF,0.0,0.5449999999999999,4.85,0.5,0.4,0.7,0.65,1.8,5.15
934,Josh Childress,2735.0,53.0,17.0,7.0,12.0,3.0,1.0,0.0,33.0,13.0,21.0,4.0,6.0,9.0,7.0,7.0,1.0,12.0,7.0,45.0,912.0,SF,0.2845714285714285,0.5217142857142857,3.7375,1.275,0.6875,0.3625,0.8624999999999999,1.4375,6.7250000000000005
935,Josh Davis,2668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PF,0.111,0.4543333333333333,1.0714285714285714,0.17142857142857146,0.3285714285714286,0.028571428571428574,0.2285714285714286,0.7428571428571429,1.6428571428571428
936,Josh Gray,1627982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PG,0.231,0.39299999999999996,1.5,1.7,0.8,0.2,1.95,1.05,3.7
937,Josh Harrellson,202725.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,C,0.30866666666666664,0.5793333333333334,2.5,0.26666666666666666,0.3333333333333333,0.4,0.43333333333333335,1.133333333333333,3.0
938,Josh Hart,1628404.0,17.0,21.0,37.0,24.0,10.0,1.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,78.0,SG,0.35800000000000004,0.5443333333333333,4.8,1.4333333333333331,0.9,0.43333333333333335,0.9,2.1333333333333333,8.633333333333333
939,Josh Howard,2572.0,40.0,36.0,108.0,88.0,44.0,0.0,1.0,107.0,93.0,118.0,20.0,100.0,104.0,55.0,68.0,7.0,114.0,131.0,344.0,946.0,SF,0.30675,0.4554166666666666,4.891666666666667,1.4166666666666667,0.9416666666666664,0.4583333333333333,1.3,2.5000000000000004,13.091666666666667
940,Josh Huestis,203962.0,6.0,7.0,11.0,9.0,5.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,PF,0.4846666666666666,0.38033333333333336,2.9333333333333336,0.6,0.13333333333333333,0.8333333333333334,0.3333333333333333,0.6,4.033333333333334
941,Josh Jackson,1628367.0,17.0,16.0,45.0,34.0,18.0,0.0,0.0,7.0,6.0,34.0,3.0,14.0,16.0,10.0,10.0,0.0,33.0,42.0,89.0,360.0,SG,0.302,0.4836666666666667,4.066666666666666,1.8333333333333333,0.9666666666666668,0.5666666666666667,1.8333333333333333,2.5333333333333337,11.666666666666664
942,Josh Magette,203705.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,PG,0.307,0.328,0.95,1.9,0.4,0.1,0.55,0.7,2.05
943,Josh Okogie,1629006.0,19.0,20.0,21.0,33.0,8.0,0.0,0.0,0.0,1.0,17.0,0.0,2.0,6.0,3.0,2.0,0.0,4.0,8.0,22.0,213.0,SG,0.2725,0.4965,3.6,1.4,1.15,0.4,1.15,2.2,8.15
944,Josh Powell,2694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,9.0,5.0,4.0,4.0,0.0,10.0,5.0,10.0,33.0,PF,0.146,0.40377777777777774,3.0,0.4444444444444444,0.12222222222222225,0.30000000000000004,0.8111111111111111,1.5666666666666669,3.533333333333333
945,Josh Richardson,1626196.0,59.0,52.0,160.0,91.0,55.0,2.0,0.0,25.0,5.0,133.0,6.0,45.0,20.0,31.0,14.0,2.0,45.0,79.0,77.0,334.0,SG,0.3706,0.4664,3.16,2.82,1.06,0.6599999999999999,1.4,2.46,12.02
946,Josh Selby,202729.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,6.0,10.0,PG,0.15,0.3585,0.5,0.75,0.25,0.0,0.85,0.6499999999999999,2.15
947,Josh Smith,2746.0,36.0,40.0,62.0,89.0,39.0,1.0,0.0,79.0,128.0,141.0,77.0,58.0,35.0,54.0,64.0,23.0,158.0,46.0,419.0,2414.0,PF,0.2623125,0.4514117647058824,6.470588235294117,2.8058823529411763,1.0529411764705885,1.6058823529411763,2.1882352941176473,2.5705882352941183,12.447058823529412
948,Jrue Holiday,201950.0,61.0,37.0,185.0,175.0,155.0,2.0,2.0,31.0,11.0,108.0,8.0,65.0,57.0,61.0,47.0,10.0,71.0,183.0,358.0,1267.0,PG,0.362,0.4843636363636363,3.9090909090909087,6.5,1.518181818181818,0.5181818181818183,2.7363636363636363,2.3363636363636364,15.845454545454546
949,Juan Carlos Navarro,2434.0,21.0,3.0,80.0,39.0,13.0,0.0,0.0,4.0,0.0,53.0,1.0,5.0,5.0,1.0,2.0,1.0,4.0,15.0,48.0,62.0,SG,0.361,0.455,2.6,2.2,0.6,0.0,1.6,1.1,10.9
950,Juan Dixon,2413.0,39.0,7.0,26.0,33.0,12.0,0.0,0.0,46.0,29.0,37.0,11.0,38.0,29.0,18.0,21.0,9.0,11.0,11.0,37.0,132.0,SG,0.3567272727272727,0.4405454545454545,1.8090909090909089,1.7454545454545454,0.7090909090909091,0.0818181818181818,1.1909090909090907,1.681818181818182,7.881818181818184
951,Juan ToscanoAnderson,1629308.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,SF,0.348,0.525,4.0,2.0,1.0,0.4,1.2,2.3,5.3
952,Juaquin Hawkins,1038.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,11.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,16.0,SG,0.417,0.379,1.3,0.8,0.5,0.1,0.5,1.0,2.3
953,Jud Buechler,146.0,8.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,SF,0.3336,0.45175,1.62,0.56,0.32,0.14,0.24,1.04,2.0200000000000005
954,Julian Washburn,1627395.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,4.0,SF,0.208,0.458,2.3,0.8,0.7,0.1,0.4,0.9,2.2
955,Julian Wright,201153.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,6.0,9.0,10.0,2.0,9.0,4.0,4.0,11.0,1.0,12.0,6.0,28.0,200.0,SF,0.26125,0.52275,2.325,0.8,0.5750000000000001,0.325,0.7000000000000001,0.825,3.925
956,Julius Hodge,101125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,SG,0.0,0.46399999999999997,0.8,1.15,0.3750000000000001,0.0,0.4,0.65,1.475
