,CLOSE_DEF_PERSON_ID,GP,G,DEFENSE_CATEGORY,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
1,1626149,73,65,3 Pointers,0.295,0.86,2.52,0.342,0.355,-0.012
2,1626149,73,72,2 Pointers,0.705,3.01,6.03,0.5,0.517,-0.017
3,1626149,73,65,Less Than 6 Ft,0.354,1.73,3.03,0.57,0.617,-0.047
4,1626149,73,70,Less Than 10 Ft,0.489,2.19,4.18,0.525,0.565,-0.04
5,1626149,73,69,Greater Than 15 Ft,0.45,1.47,3.85,0.381,0.371,0.01
0,201976,11,11,Overall,1.0,5.18,10.36,0.5,0.439,0.061
1,201976,11,11,3 Pointers,0.421,1.73,4.36,0.396,0.343,0.053
2,201976,11,11,2 Pointers,0.579,3.45,6.0,0.576,0.487,0.089
3,201976,11,8,Less Than 6 Ft,0.175,1.09,1.82,0.6,0.605,-0.005
4,201976,11,9,Less Than 10 Ft,0.237,1.36,2.45,0.556,0.544,0.011
5,201976,11,11,Greater Than 15 Ft,0.632,3.0,6.55,0.458,0.375,0.084
0,203898,46,46,Overall,1.0,2.24,5.17,0.433,0.446,-0.013
1,203898,46,38,3 Pointers,0.378,0.54,1.96,0.278,0.348,-0.071
2,203898,46,41,2 Pointers,0.622,1.7,3.22,0.527,0.498,0.029
3,203898,46,26,Less Than 6 Ft,0.244,0.87,1.26,0.69,0.612,0.078
4,203898,46,34,Less Than 10 Ft,0.366,1.11,1.89,0.586,0.553,0.034
5,203898,46,44,Greater Than 15 Ft,0.542,0.91,2.8,0.326,0.368,-0.043
0,201563,71,71,Overall,1.0,3.97,8.34,0.476,0.464,0.013
1,201563,71,63,3 Pointers,0.372,1.3,3.1,0.418,0.361,0.057
2,201563,71,70,2 Pointers,0.628,2.68,5.24,0.511,0.516,-0.005
3,201563,71,64,Less Than 6 Ft,0.356,1.73,2.97,0.583,0.616,-0.033
4,201563,71,68,Less Than 10 Ft,0.451,2.1,3.76,0.558,0.564,-0.006
5,201563,71,67,Greater Than 15 Ft,0.49,1.68,4.08,0.41,0.374,0.037
0,202332,12,12,Overall,1.0,0.92,1.5,0.611,0.454,0.157
1,202332,12,5,3 Pointers,0.333,0.17,0.5,0.333,0.376,-0.043
2,202332,12,10,2 Pointers,0.667,0.75,1.0,0.75,0.513,0.237
3,202332,12,5,Less Than 6 Ft,0.278,0.33,0.42,0.8,0.647,0.153
4,202332,12,8,Less Than 10 Ft,0.444,0.5,0.67,0.75,0.54,0.21
5,202332,12,7,Greater Than 15 Ft,0.5,0.33,0.75,0.444,0.334,0.111
0,202335,78,78,Overall,1.0,2.73,5.79,0.471,0.467,0.004
1,202335,78,63,3 Pointers,0.292,0.64,1.69,0.379,0.36,0.018
2,202335,78,74,2 Pointers,0.708,2.09,4.1,0.509,0.513,-0.004
3,202335,78,66,Less Than 6 Ft,0.361,1.32,2.09,0.632,0.616,0.016
4,202335,78,69,Less Than 10 Ft,0.489,1.58,2.83,0.557,0.564,-0.007
5,202335,78,73,Greater Than 15 Ft,0.438,1.04,2.54,0.409,0.369,0.04
0,201609,72,72,Overall,1.0,3.47,8.44,0.411,0.451,-0.04
1,201609,72,66,3 Pointers,0.291,0.83,2.46,0.339,0.366,-0.027
2,201609,72,72,2 Pointers,0.709,2.64,5.99,0.441,0.496,-0.055
3,201609,72,70,Less Than 6 Ft,0.311,1.53,2.63,0.582,0.608,-0.026
4,201609,72,71,Less Than 10 Ft,0.465,1.94,3.93,0.495,0.551,-0.057
5,201609,72,72,Greater Than 15 Ft,0.434,1.31,3.67,0.356,0.377,-0.021
0,200768,77,77,Overall,1.0,4.7,10.91,0.431,0.448,-0.017
1,200768,77,76,3 Pointers,0.364,1.31,3.97,0.33,0.365,-0.035
2,200768,77,77,2 Pointers,0.636,3.39,6.94,0.489,0.495,-0.006
3,200768,77,72,Less Than 6 Ft,0.261,1.73,2.84,0.607,0.606,0.001
4,200768,77,74,Less Than 10 Ft,0.345,2.08,3.77,0.552,0.554,-0.002
5,200768,77,77,Greater Than 15 Ft,0.535,2.09,5.83,0.359,0.378,-0.019
0,202066,65,65,Overall,1.0,3.6,8.0,0.45,0.449,0.001
1,202066,65,61,3 Pointers,0.481,1.54,3.85,0.4,0.365,0.035
2,202066,65,63,2 Pointers,0.519,2.06,4.15,0.496,0.504,-0.008
3,202066,65,53,Less Than 6 Ft,0.25,1.26,2.0,0.631,0.612,0.019
4,202066,65,60,Less Than 10 Ft,0.337,1.46,2.69,0.543,0.56,-0.017
5,202066,65,64,Greater Than 15 Ft,0.617,1.97,4.94,0.399,0.372,0.027
0,1628476,15,15,Overall,1.0,1.53,3.33,0.46,0.444,0.016
1,1628476,15,8,3 Pointers,0.3,0.27,1.0,0.267,0.374,-0.107
2,1628476,15,14,2 Pointers,0.7,1.27,2.33,0.543,0.487,0.055
3,1628476,15,8,Less Than 6 Ft,0.32,0.8,1.07,0.75,0.6,0.15
4,1628476,15,10,Less Than 10 Ft,0.46,0.87,1.53,0.565,0.537,0.028
5,1628476,15,10,Greater Than 15 Ft,0.44,0.53,1.47,0.364,0.384,-0.02
0,1627826,36,36,Overall,1.0,2.78,6.08,0.457,0.481,-0.024
1,1627826,36,23,3 Pointers,0.215,0.44,1.31,0.34,0.37,-0.029
2,1627826,36,35,2 Pointers,0.785,2.33,4.78,0.488,0.521,-0.032
3,1627826,36,34,Less Than 6 Ft,0.461,1.56,2.81,0.554,0.618,-0.064
4,1627826,36,34,Less Than 10 Ft,0.589,1.86,3.58,0.519,0.571,-0.051
5,1627826,36,27,Greater Than 15 Ft,0.333,0.75,2.03,0.37,0.376,-0.007
0,203210,55,55,Overall,1.0,3.78,8.6,0.44,0.469,-0.029
1,203210,55,51,3 Pointers,0.364,1.22,3.13,0.39,0.364,0.025
2,203210,55,55,2 Pointers,0.636,2.56,5.47,0.468,0.52,-0.052
3,203210,55,50,Less Than 6 Ft,0.298,1.56,2.56,0.61,0.627,-0.017
4,203210,55,53,Less Than 10 Ft,0.393,1.84,3.38,0.543,0.577,-0.034
5,203210,55,55,Greater Than 15 Ft,0.535,1.71,4.6,0.372,0.376,-0.004
0,202695,9,9,Overall,1.0,2.89,7.44,0.388,0.453,-0.065
1,202695,9,9,3 Pointers,0.403,0.67,3.0,0.222,0.365,-0.142
2,202695,9,8,2 Pointers,0.597,2.22,4.44,0.5,0.508,-0.008
3,202695,9,8,Less Than 6 Ft,0.373,1.44,2.78,0.52,0.607,-0.087
4,202695,9,8,Less Than 10 Ft,0.448,1.89,3.33,0.567,0.557,0.01
5,202695,9,9,Greater Than 15 Ft,0.522,0.89,3.89,0.229,0.382,-0.153
0,203090,58,58,Overall,1.0,2.95,7.02,0.42,0.454,-0.034
1,203090,58,51,3 Pointers,0.396,0.91,2.78,0.329,0.366,-0.037
2,203090,58,57,2 Pointers,0.604,2.03,4.24,0.48,0.506,-0.026
3,203090,58,43,Less Than 6 Ft,0.253,0.93,1.78,0.524,0.626,-0.101
4,203090,58,51,Less Than 10 Ft,0.371,1.16,2.6,0.444,0.57,-0.127
5,203090,58,56,Greater Than 15 Ft,0.558,1.53,3.91,0.392,0.376,0.016
0,202331,78,78,Overall,1.0,6.06,12.28,0.494,0.463,0.031
1,202331,78,78,3 Pointers,0.418,2.03,5.13,0.395,0.367,0.028
2,202331,78,78,2 Pointers,0.582,4.04,7.15,0.565,0.518,0.046
3,202331,78,78,Less Than 6 Ft,0.324,2.78,3.97,0.7,0.63,0.07
4,202331,78,78,Less Than 10 Ft,0.4,3.18,4.91,0.648,0.576,0.072
5,202331,78,78,Greater Than 15 Ft,0.534,2.55,6.56,0.389,0.379,0.01
0,202704,45,45,Overall,1.0,4.13,8.8,0.47,0.454,0.016
1,202704,45,43,3 Pointers,0.455,1.56,4.0,0.389,0.368,0.02
2,202704,45,45,2 Pointers,0.545,2.58,4.8,0.537,0.504,0.033
3,202704,45,36,Less Than 6 Ft,0.182,1.09,1.6,0.681,0.623,0.058
4,202704,45,42,Less Than 10 Ft,0.265,1.44,2.33,0.619,0.567,0.052
5,202704,45,44,Greater Than 15 Ft,0.646,2.38,5.69,0.418,0.376,0.042
0,203585,16,16,Overall,1.0,2.44,5.19,0.47,0.431,0.039
1,203585,16,15,3 Pointers,0.458,1.06,2.38,0.447,0.354,0.093
2,203585,16,16,2 Pointers,0.542,1.38,2.81,0.489,0.481,0.008
3,203585,16,12,Less Than 6 Ft,0.229,0.69,1.19,0.579,0.59,-0.011
4,203585,16,15,Less Than 10 Ft,0.313,0.81,1.63,0.5,0.527,-0.027
5,203585,16,15,Greater Than 15 Ft,0.627,1.5,3.25,0.462,0.373,0.088
0,101162,82,82,Overall,1.0,6.09,12.62,0.482,0.482,0.0
1,101162,82,69,3 Pointers,0.176,0.83,2.22,0.374,0.364,0.01
2,101162,82,82,2 Pointers,0.824,5.26,10.4,0.505,0.523,-0.017
3,101162,82,81,Less Than 6 Ft,0.471,3.54,5.94,0.595,0.623,-0.027
4,101162,82,82,Less Than 10 Ft,0.615,4.27,7.77,0.549,0.571,-0.021
5,101162,82,79,Greater Than 15 Ft,0.304,1.44,3.84,0.375,0.378,-0.003
0,1628462,44,44,Overall,1.0,4.36,8.73,0.5,0.45,0.05
1,1628462,44,40,3 Pointers,0.37,1.3,3.23,0.401,0.36,0.041
2,1628462,44,44,2 Pointers,0.63,3.07,5.5,0.558,0.497,0.061
3,1628462,44,41,Less Than 6 Ft,0.305,1.84,2.66,0.692,0.61,0.083
4,1628462,44,41,Less Than 10 Ft,0.388,2.07,3.39,0.611,0.552,0.059
5,1628462,44,43,Greater Than 15 Ft,0.534,1.98,4.66,0.424,0.369,0.055
0,1628414,64,64,Overall,1.0,2.92,6.58,0.444,0.454,-0.009
1,1628414,64,57,3 Pointers,0.411,0.91,2.7,0.335,0.362,-0.026
2,1628414,64,62,2 Pointers,0.589,2.02,3.88,0.52,0.505,0.016
3,1628414,64,51,Less Than 6 Ft,0.292,1.27,1.92,0.659,0.622,0.037
4,1628414,64,53,Less Than 10 Ft,0.359,1.42,2.36,0.603,0.564,0.038
5,1628414,64,63,Greater Than 15 Ft,0.551,1.23,3.63,0.341,0.374,-0.033
0,202699,79,79,Overall,1.0,6.67,14.08,0.474,0.465,0.009
1,202699,79,79,3 Pointers,0.36,1.85,5.06,0.365,0.359,0.006
2,202699,79,79,2 Pointers,0.64,4.82,9.01,0.535,0.519,0.016
3,202699,79,76,Less Than 6 Ft,0.344,3.11,4.84,0.644,0.626,0.018
4,202699,79,79,Less Than 10 Ft,0.446,3.78,6.28,0.603,0.575,0.028
5,202699,79,79,Greater Than 15 Ft,0.479,2.47,6.75,0.366,0.372,-0.007
0,201933,58,58,Overall,1.0,6.22,14.07,0.442,0.466,-0.024
1,201933,58,57,3 Pointers,0.381,1.81,5.36,0.338,0.362,-0.024
2,201933,58,58,2 Pointers,0.619,4.41,8.71,0.507,0.516,-0.009
3,201933,58,58,Less Than 6 Ft,0.327,2.71,4.6,0.588,0.622,-0.034
4,201933,58,58,Less Than 10 Ft,0.391,3.1,5.5,0.564,0.567,-0.003
5,201933,58,58,Greater Than 15 Ft,0.522,2.62,7.34,0.357,0.371,-0.014
0,1627744,11,11,Overall,1.0,1.45,4.27,0.34,0.447,-0.106
1,1627744,11,8,3 Pointers,0.447,0.55,1.91,0.286,0.308,-0.022
2,1627744,11,9,2 Pointers,0.553,0.91,2.36,0.385,0.504,-0.119
3,1627744,11,8,Less Than 6 Ft,0.362,0.73,1.55,0.471,0.631,-0.161
4,1627744,11,8,Less Than 10 Ft,0.404,0.73,1.73,0.421,0.551,-0.13
5,1627744,11,10,Greater Than 15 Ft,0.553,0.64,2.36,0.269,0.322,-0.053
0,203710,36,36,Overall,1.0,3.28,7.42,0.442,0.451,-0.009
1,203710,36,31,3 Pointers,0.419,1.25,3.11,0.402,0.36,0.042
2,203710,36,36,2 Pointers,0.581,2.03,4.31,0.471,0.504,-0.033
3,203710,36,28,Less Than 6 Ft,0.24,1.31,1.78,0.734,0.616,0.118
4,203710,36,29,Less Than 10 Ft,0.322,1.5,2.39,0.628,0.563,0.065
5,203710,36,34,Greater Than 15 Ft,0.614,1.61,4.56,0.354,0.372,-0.018
0,203966,14,14,Overall,1.0,3.5,8.0,0.438,0.452,-0.015
1,203966,14,13,3 Pointers,0.321,1.07,2.57,0.417,0.366,0.051
2,203966,14,14,2 Pointers,0.679,2.43,5.43,0.447,0.504,-0.057
3,203966,14,13,Less Than 6 Ft,0.304,1.64,2.43,0.676,0.622,0.055
4,203966,14,13,Less Than 10 Ft,0.384,1.79,3.07,0.581,0.565,0.016
5,203966,14,13,Greater Than 15 Ft,0.482,1.5,3.86,0.389,0.38,0.009
0,1628393,43,43,Overall,1.0,2.51,5.47,0.46,0.443,0.017
1,1628393,43,39,3 Pointers,0.434,0.86,2.37,0.363,0.362,0.0
2,1628393,43,42,2 Pointers,0.566,1.65,3.09,0.534,0.482,0.051
3,1628393,43,28,Less Than 6 Ft,0.209,0.81,1.14,0.714,0.585,0.129
4,1628393,43,35,Less Than 10 Ft,0.294,1.02,1.6,0.638,0.539,0.098
5,1628393,43,41,Greater Than 15 Ft,0.626,1.26,3.42,0.367,0.374,-0.007
0,203186,39,39,Overall,1.0,2.26,5.08,0.444,0.481,-0.037
1,203186,39,20,3 Pointers,0.157,0.23,0.79,0.29,0.368,-0.078
2,203186,39,38,2 Pointers,0.843,2.03,4.28,0.473,0.522,-0.049
3,203186,39,32,Less Than 6 Ft,0.495,1.26,2.51,0.5,0.627,-0.127
4,203186,39,34,Less Than 10 Ft,0.616,1.49,3.13,0.475,0.572,-0.096
5,203186,39,32,Greater Than 15 Ft,0.318,0.62,1.62,0.381,0.36,0.021
0,203493,60,60,Overall,1.0,3.98,8.7,0.458,0.451,0.007
1,203493,60,57,3 Pointers,0.425,1.27,3.7,0.342,0.368,-0.026
2,203493,60,59,2 Pointers,0.575,2.72,5.0,0.543,0.506,0.037
3,203493,60,50,Less Than 6 Ft,0.245,1.52,2.13,0.711,0.621,0.09
4,203493,60,53,Less Than 10 Ft,0.328,1.88,2.85,0.661,0.566,0.094
5,203493,60,59,Greater Than 15 Ft,0.594,1.82,5.17,0.352,0.38,-0.029
0,201162,47,47,Overall,1.0,2.83,5.23,0.541,0.458,0.082
1,201162,47,40,3 Pointers,0.378,0.68,1.98,0.344,0.348,-0.004
2,201162,47,44,2 Pointers,0.622,2.15,3.26,0.66,0.511,0.149
3,201162,47,34,Less Than 6 Ft,0.329,1.34,1.72,0.778,0.62,0.158
4,201162,47,35,Less Than 10 Ft,0.435,1.64,2.28,0.72,0.567,0.153
5,201162,47,42,Greater Than 15 Ft,0.496,0.96,2.6,0.369,0.363,0.006
0,202339,73,73,Overall,1.0,4.52,10.12,0.447,0.448,-0.001
1,202339,73,73,3 Pointers,0.421,1.7,4.26,0.399,0.362,0.037
2,202339,73,73,2 Pointers,0.579,2.82,5.86,0.481,0.499,-0.017
3,202339,73,66,Less Than 6 Ft,0.281,1.77,2.85,0.62,0.606,0.014
4,202339,73,69,Less Than 10 Ft,0.361,2.08,3.66,0.569,0.553,0.016
5,202339,73,73,Greater Than 15 Ft,0.555,2.11,5.62,0.376,0.376,0.0
0,2216,59,59,Overall,1.0,5.24,9.53,0.55,0.482,0.068
1,2216,59,51,3 Pointers,0.265,1.0,2.53,0.396,0.362,0.034
2,2216,59,59,2 Pointers,0.735,4.24,7.0,0.605,0.529,0.077
3,2216,59,58,Less Than 6 Ft,0.445,2.92,4.24,0.688,0.626,0.062
4,2216,59,58,Less Than 10 Ft,0.546,3.46,5.2,0.664,0.581,0.084
5,2216,59,57,Greater Than 15 Ft,0.4,1.51,3.81,0.396,0.372,0.024
0,1627936,35,35,Overall,1.0,2.29,5.46,0.419,0.446,-0.027
1,1627936,35,31,3 Pointers,0.377,0.6,2.06,0.292,0.359,-0.068
2,1627936,35,31,2 Pointers,0.623,1.69,3.4,0.496,0.499,-0.004
3,1627936,35,23,Less Than 6 Ft,0.304,1.09,1.66,0.655,0.605,0.05
4,1627936,35,27,Less Than 10 Ft,0.429,1.31,2.34,0.561,0.55,0.011
5,1627936,35,32,Greater Than 15 Ft,0.503,0.83,2.74,0.302,0.369,-0.067
0,203484,72,72,Overall,1.0,4.49,9.22,0.486,0.454,0.033
1,203484,72,71,3 Pointers,0.399,1.32,3.68,0.358,0.365,-0.006
2,203484,72,71,2 Pointers,0.601,3.17,5.54,0.571,0.504,0.068
3,203484,72,65,Less Than 6 Ft,0.286,1.82,2.64,0.689,0.62,0.07
4,203484,72,68,Less Than 10 Ft,0.364,2.1,3.36,0.624,0.563,0.061
5,203484,72,72,Greater Than 15 Ft,0.553,1.99,5.1,0.39,0.377,0.013
0,1628398,75,75,Overall,1.0,4.87,10.87,0.448,0.459,-0.011
1,1628398,75,73,3 Pointers,0.331,1.28,3.6,0.356,0.36,-0.004
2,1628398,75,75,2 Pointers,0.669,3.59,7.27,0.494,0.511,-0.017
3,1628398,75,73,Less Than 6 Ft,0.357,2.35,3.88,0.605,0.619,-0.014
4,1628398,75,75,Less Than 10 Ft,0.47,2.81,5.11,0.551,0.569,-0.018
5,1628398,75,73,Greater Than 15 Ft,0.465,1.76,5.05,0.348,0.369,-0.021
0,202693,73,73,Overall,1.0,4.68,10.11,0.463,0.469,-0.006
1,202693,73,68,3 Pointers,0.325,1.12,3.29,0.342,0.366,-0.024
2,202693,73,73,2 Pointers,0.675,3.56,6.82,0.522,0.519,0.003
3,202693,73,73,Less Than 6 Ft,0.374,2.34,3.78,0.62,0.623,-0.004
4,202693,73,73,Less Than 10 Ft,0.481,2.89,4.86,0.594,0.57,0.024
5,202693,73,73,Greater Than 15 Ft,0.463,1.59,4.68,0.339,0.373,-0.034
0,201281,2,2,Overall,1.0,3.5,8.0,0.438,0.459,-0.021
1,201281,2,2,3 Pointers,0.563,2.0,4.5,0.444,0.358,0.087
2,201281,2,2,2 Pointers,0.438,1.5,3.5,0.429,0.539,-0.111
3,201281,2,2,Less Than 6 Ft,0.188,1.5,1.5,1.0,0.599,0.401
4,201281,2,2,Less Than 10 Ft,0.313,1.5,2.5,0.6,0.58,0.02
5,201281,2,2,Greater Than 15 Ft,0.625,2.0,5.0,0.4,0.374,0.026
0,201572,72,72,Overall,1.0,5.49,11.99,0.458,0.478,-0.02
1,201572,72,61,3 Pointers,0.206,0.93,2.47,0.376,0.356,0.02
2,201572,72,72,2 Pointers,0.794,4.56,9.51,0.479,0.518,-0.039
3,201572,72,71,Less Than 6 Ft,0.426,2.78,5.11,0.543,0.625,-0.082
4,201572,72,72,Less Than 10 Ft,0.57,3.33,6.83,0.488,0.573,-0.085
5,201572,72,72,Greater Than 15 Ft,0.346,1.76,4.15,0.425,0.375,0.05
0,1627780,20,20,Overall,1.0,2.35,4.3,0.547,0.448,0.099
1,1627780,20,16,3 Pointers,0.291,0.55,1.25,0.44,0.365,0.075
2,1627780,20,17,2 Pointers,0.709,1.8,3.05,0.59,0.495,0.095
3,1627780,20,13,Less Than 6 Ft,0.349,0.9,1.5,0.6,0.607,-0.007
4,1627780,20,16,Less Than 10 Ft,0.465,1.15,2.0,0.575,0.556,0.019
5,1627780,20,16,Greater Than 15 Ft,0.453,0.9,1.95,0.462,0.381,0.08
0,1628502,6,6,Overall,1.0,2.33,6.0,0.389,0.45,-0.061
1,1628502,6,4,3 Pointers,0.222,0.17,1.33,0.125,0.29,-0.165
2,1628502,6,5,2 Pointers,0.778,2.17,4.67,0.464,0.514,-0.05
3,1628502,6,5,Less Than 6 Ft,0.361,1.17,2.17,0.538,0.581,-0.043
4,1628502,6,5,Less Than 10 Ft,0.472,1.33,2.83,0.471,0.558,-0.087
5,1628502,6,6,Greater Than 15 Ft,0.361,0.5,2.17,0.231,0.326,-0.095
0,1628418,13,13,Overall,1.0,1.54,2.46,0.625,0.49,0.135
1,1628418,13,3,3 Pointers,0.156,0.08,0.38,0.2,0.355,-0.155
2,1628418,13,12,2 Pointers,0.844,1.46,2.08,0.704,0.539,0.164
3,1628418,13,9,Less Than 6 Ft,0.625,1.15,1.54,0.75,0.667,0.083
4,1628418,13,10,Less Than 10 Ft,0.719,1.38,1.77,0.783,0.601,0.182
5,1628418,13,7,Greater Than 15 Ft,0.281,0.15,0.69,0.222,0.302,-0.08
0,204037,15,15,Overall,1.0,2.6,6.53,0.398,0.459,-0.061
1,204037,15,14,3 Pointers,0.367,0.53,2.4,0.222,0.346,-0.123
2,204037,15,14,2 Pointers,0.633,2.07,4.13,0.5,0.522,-0.022
3,204037,15,13,Less Than 6 Ft,0.296,1.13,1.93,0.586,0.633,-0.047
4,204037,15,13,Less Than 10 Ft,0.418,1.53,2.73,0.561,0.575,-0.014
5,204037,15,15,Greater Than 15 Ft,0.51,0.87,3.33,0.26,0.356,-0.096
0,202779,26,26,Overall,1.0,2.0,4.81,0.416,0.438,-0.022
1,202779,26,22,3 Pointers,0.456,0.73,2.19,0.333,0.335,-0.002
2,202779,26,24,2 Pointers,0.544,1.27,2.62,0.485,0.498,-0.013
3,202779,26,17,Less Than 6 Ft,0.224,0.62,1.08,0.571,0.614,-0.043
4,202779,26,20,Less Than 10 Ft,0.328,0.85,1.58,0.537,0.555,-0.018
5,202779,26,25,Greater Than 15 Ft,0.592,0.92,2.85,0.324,0.347,-0.022
0,202334,77,77,Overall,1.0,3.88,8.09,0.48,0.482,-0.002
1,202334,77,53,3 Pointers,0.157,0.51,1.27,0.398,0.355,0.043
2,202334,77,76,2 Pointers,0.843,3.38,6.82,0.495,0.524,-0.029
3,202334,77,74,Less Than 6 Ft,0.509,2.3,4.12,0.558,0.618,-0.06
4,202334,77,75,Less Than 10 Ft,0.661,2.78,5.35,0.519,0.568,-0.049
5,202334,77,63,Greater Than 15 Ft,0.274,0.88,2.22,0.398,0.375,0.023
0,201975,74,74,Overall,1.0,2.09,4.39,0.477,0.442,0.035
1,201975,74,61,3 Pointers,0.418,0.73,1.84,0.397,0.364,0.033
2,201975,74,69,2 Pointers,0.582,1.36,2.55,0.534,0.496,0.039
3,201975,74,49,Less Than 6 Ft,0.24,0.78,1.05,0.744,0.599,0.145
4,201975,74,59,Less Than 10 Ft,0.366,1.01,1.61,0.63,0.551,0.079
5,201975,74,67,Greater Than 15 Ft,0.56,0.97,2.46,0.396,0.373,0.023
0,1628389,67,67,Overall,1.0,2.94,6.96,0.423,0.478,-0.055
1,1628389,67,49,3 Pointers,0.27,0.64,1.88,0.341,0.355,-0.013
2,1628389,67,65,2 Pointers,0.73,2.3,5.07,0.453,0.522,-0.069
3,1628389,67,60,Less Than 6 Ft,0.382,1.39,2.66,0.522,0.615,-0.093
4,1628389,67,64,Less Than 10 Ft,0.498,1.61,3.46,0.466,0.565,-0.1
5,1628389,67,59,Greater Than 15 Ft,0.423,1.1,2.94,0.376,0.374,0.002
0,1627884,16,16,Overall,1.0,2.56,5.75,0.446,0.455,-0.009
1,1627884,16,13,3 Pointers,0.304,0.75,1.75,0.429,0.363,0.065
2,1627884,16,16,2 Pointers,0.696,1.81,4.0,0.453,0.515,-0.062
3,1627884,16,12,Less Than 6 Ft,0.25,0.81,1.44,0.565,0.601,-0.035
4,1627884,16,14,Less Than 10 Ft,0.337,1.0,1.94,0.516,0.563,-0.047
5,1627884,16,16,Greater Than 15 Ft,0.522,1.25,3.0,0.417,0.37,0.046
0,1626159,67,67,Overall,1.0,4.09,9.51,0.43,0.454,-0.024
1,1626159,67,64,3 Pointers,0.366,0.97,3.48,0.279,0.362,-0.083
2,1626159,67,66,2 Pointers,0.634,3.12,6.03,0.517,0.503,0.015
3,1626159,67,61,Less Than 6 Ft,0.306,1.76,2.91,0.605,0.617,-0.012
4,1626159,67,63,Less Than 10 Ft,0.414,2.19,3.94,0.557,0.565,-0.008
5,1626159,67,65,Greater Than 15 Ft,0.513,1.69,4.88,0.346,0.373,-0.027
0,203086,27,27,Overall,1.0,2.07,3.67,0.566,0.479,0.086
1,203086,27,15,3 Pointers,0.263,0.44,0.96,0.462,0.354,0.108
2,203086,27,24,2 Pointers,0.737,1.63,2.7,0.603,0.526,0.076
3,203086,27,18,Less Than 6 Ft,0.455,0.93,1.67,0.556,0.6,-0.045
4,203086,27,20,Less Than 10 Ft,0.556,1.19,2.04,0.582,0.565,0.017
5,203086,27,18,Greater Than 15 Ft,0.374,0.74,1.37,0.541,0.377,0.163
0,2617,11,11,Overall,1.0,1.0,2.82,0.355,0.457,-0.102
1,2617,11,6,3 Pointers,0.323,0.18,0.91,0.2,0.379,-0.179
2,2617,11,10,2 Pointers,0.677,0.82,1.91,0.429,0.519,-0.09
3,2617,11,9,Less Than 6 Ft,0.419,0.55,1.18,0.462,0.586,-0.125
4,2617,11,10,Less Than 10 Ft,0.581,0.64,1.64,0.389,0.564,-0.175
5,2617,11,8,Greater Than 15 Ft,0.387,0.27,1.09,0.25,0.382,-0.132
0,202355,54,54,Overall,1.0,5.04,10.69,0.471,0.492,-0.021
1,202355,54,37,3 Pointers,0.125,0.57,1.33,0.431,0.355,0.075
2,202355,54,54,2 Pointers,0.875,4.46,9.35,0.477,0.528,-0.051
3,202355,54,53,Less Than 6 Ft,0.548,3.15,5.85,0.538,0.627,-0.089
4,202355,54,53,Less Than 10 Ft,0.709,3.7,7.57,0.489,0.577,-0.088
5,202355,54,44,Greater Than 15 Ft,0.229,1.11,2.44,0.455,0.373,0.082
0,1626196,79,79,Overall,1.0,4.7,11.28,0.416,0.449,-0.032
1,1626196,79,75,3 Pointers,0.359,1.63,4.05,0.403,0.368,0.035
2,1626196,79,79,2 Pointers,0.641,3.06,7.23,0.424,0.496,-0.072
3,1626196,79,73,Less Than 6 Ft,0.264,1.68,2.97,0.566,0.608,-0.042
4,1626196,79,78,Less Than 10 Ft,0.374,2.05,4.22,0.486,0.552,-0.066
5,1626196,79,79,Greater Than 15 Ft,0.536,2.29,6.05,0.379,0.378,0.0
0,204020,70,70,Overall,1.0,4.77,10.13,0.471,0.45,0.021
1,204020,70,67,3 Pointers,0.334,1.2,3.39,0.354,0.362,-0.008
2,204020,70,70,2 Pointers,0.666,3.57,6.74,0.53,0.499,0.031
3,204020,70,68,Less Than 6 Ft,0.316,2.04,3.2,0.638,0.608,0.03
4,204020,70,69,Less Than 10 Ft,0.429,2.5,4.34,0.576,0.553,0.023
5,204020,70,70,Greater Than 15 Ft,0.482,1.93,4.89,0.395,0.38,0.015
0,1628475,2,2,Overall,1.0,0.0,1.0,0.0,0.448,-0.448
1,1628475,2,1,3 Pointers,0.5,0.0,0.5,0.0,0.4,-0.4
2,1628475,2,1,2 Pointers,0.5,0.0,0.5,0.0,0.552,-0.552
3,1628475,2,1,Less Than 6 Ft,0.5,0.0,0.5,0.0,0.645,-0.645
4,1628475,2,1,Less Than 10 Ft,0.5,0.0,0.5,0.0,0.602,-0.602
5,1628475,2,1,Greater Than 15 Ft,0.5,0.0,0.5,0.0,0.383,-0.383
0,1627855,5,5,Overall,1.0,2.6,5.6,0.464,0.458,0.007
1,1627855,5,4,3 Pointers,0.286,0.4,1.6,0.25,0.376,-0.126
2,1627855,5,5,2 Pointers,0.714,2.2,4.0,0.55,0.507,0.043
3,1627855,5,5,Less Than 6 Ft,0.357,1.0,2.0,0.5,0.613,-0.113
4,1627855,5,5,Less Than 10 Ft,0.5,1.6,2.8,0.571,0.557,0.014
5,1627855,5,4,Greater Than 15 Ft,0.429,0.6,2.4,0.25,0.369,-0.119
0,201596,66,66,Overall,1.0,2.67,6.17,0.432,0.445,-0.013
1,201596,66,60,3 Pointers,0.432,0.8,2.67,0.301,0.358,-0.057
2,201596,66,61,2 Pointers,0.568,1.86,3.5,0.532,0.497,0.035
3,201596,66,53,Less Than 6 Ft,0.248,1.17,1.53,0.762,0.617,0.146
