,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area
Garrison Mathews 2019,1629726.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Garrison Mathews 2020,1629726.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gary Clark 2018,1629109.0,2.0,4.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Gary Clark 2019,1629109.0,4.0,4.0,12.0,9.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
Gary Forbes 2010,201814.0,4.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,39.0
Gary Forbes 2011,201814.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,44.0
Gary Grant 1999,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Grant 2000,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Gary Grant 2001,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Harris 2014,203914.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
Gary Harris 2015,203914.0,16.0,5.0,10.0,11.0,5.0,0.0,0.0,3.0,3.0,9.0,2.0,1.0,5.0,2.0,0.0,0.0,5.0,6.0,7.0,81.0
Gary Harris 2016,203914.0,19.0,10.0,25.0,27.0,7.0,0.0,0.0,7.0,5.0,18.0,2.0,7.0,5.0,3.0,2.0,0.0,7.0,8.0,18.0,150.0
Gary Harris 2017,203914.0,32.0,14.0,50.0,46.0,18.0,2.0,0.0,3.0,2.0,35.0,0.0,2.0,4.0,4.0,4.0,0.0,12.0,16.0,21.0,219.0
Gary Harris 2018,203914.0,13.0,16.0,52.0,21.0,17.0,1.0,0.0,4.0,2.0,31.0,0.0,5.0,7.0,1.0,2.0,0.0,7.0,33.0,24.0,150.0
Gary Harris 2019,203914.0,22.0,14.0,25.0,19.0,11.0,0.0,0.0,1.0,3.0,18.0,1.0,2.0,2.0,3.0,0.0,0.0,7.0,14.0,18.0,123.0
Gary Harris 2020,203914.0,9.0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,3.0,45.0
Gary Payton 2004,56.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,7.0,0.0,4.0,0.0,5.0,2.0,0.0,5.0,9.0,12.0,84.0
Gary Payton 2005,56.0,1.0,5.0,8.0,7.0,6.0,0.0,0.0,4.0,5.0,8.0,0.0,7.0,2.0,4.0,3.0,0.0,4.0,3.0,16.0,115.0
Gary Payton II 2018,1627780.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0
Gary Trent 1999,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,1.0,3.0,11.0,23.0
Gary Trent 2000,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0
Gary Trent 2001,718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,27.0
Gary Trent Jr. 2018,1629018.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Gary Trent Jr. 2019,1629018.0,5.0,1.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,5.0
Gary Trent Jr. 2020,1629018.0,9.0,8.0,19.0,14.0,8.0,0.0,0.0,0.0,0.0,14.0,2.0,5.0,1.0,1.0,3.0,0.0,9.0,7.0,6.0,25.0
Geno Carlisle 2004,2367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
George Hill 2018,201588.0,12.0,10.0,5.0,11.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,0.0,12.0,10.0,6.0,52.0
George Lynch 2002,248.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,18.0
George Lynch 2003,248.0,19.0,8.0,7.0,9.0,4.0,0.0,0.0,12.0,7.0,7.0,1.0,5.0,5.0,4.0,2.0,0.0,3.0,2.0,14.0,92.0
George Lynch 2004,248.0,6.0,12.0,3.0,3.0,2.0,0.0,0.0,16.0,6.0,3.0,0.0,4.0,1.0,2.0,1.0,0.0,9.0,1.0,5.0,35.0
George Lynch 2005,248.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0
George McCloud 1999,45.0,7.0,7.0,8.0,7.0,2.0,0.0,0.0,5.0,2.0,5.0,1.0,6.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,20.0
George McCloud 2000,45.0,12.0,18.0,39.0,20.0,8.0,1.0,0.0,18.0,18.0,36.0,7.0,10.0,10.0,7.0,8.0,0.0,5.0,5.0,17.0,63.0
George McCloud 2001,45.0,15.0,10.0,26.0,18.0,10.0,0.0,0.0,16.0,16.0,26.0,2.0,11.0,6.0,5.0,5.0,0.0,10.0,0.0,16.0,60.0
George McCloud 2002,45.0,4.0,5.0,11.0,10.0,6.0,0.0,0.0,9.0,8.0,11.0,3.0,9.0,6.0,4.0,3.0,0.0,2.0,5.0,5.0,33.0
Georges Niang 2016,1627777.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Georges Niang 2017,1627777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
Georgios Papagiannis 2018,1627834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gerald Fitch 2005,2809.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,6.0
Gerald Fitch 2006,2809.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0
Gerald Green 2006,101123.0,7.0,5.0,9.0,16.0,1.0,0.0,1.0,4.0,0.0,9.0,1.0,4.0,3.0,2.0,4.0,0.0,10.0,5.0,12.0,41.0
Gerald Green 2007,101123.0,13.0,10.0,18.0,13.0,7.0,0.0,0.0,7.0,6.0,21.0,1.0,6.0,8.0,10.0,12.0,0.0,23.0,8.0,6.0,67.0
Gerald Green 2016,101123.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,6.0
Gerald Green 2017,101123.0,4.0,4.0,8.0,6.0,2.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,6.0,5.0,17.0
Gerald Henderson 2016,201945.0,4.0,2.0,6.0,10.0,3.0,0.0,0.0,6.0,6.0,2.0,1.0,4.0,13.0,3.0,0.0,0.0,3.0,3.0,4.0,36.0
Gerald Henderson 2017,201945.0,4.0,8.0,5.0,8.0,9.0,0.0,0.0,1.0,3.0,3.0,1.0,7.0,11.0,4.0,3.0,0.0,3.0,5.0,10.0,42.0
Gerald Wallace 2013,2222.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0
Gerald Wallace 2014,2222.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,47.0
Gerald Wallace 2015,2222.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
Gerard King 1999,1562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,9.0,22.0
Gerard King 2000,1562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,17.0,15.0,9.0,7.0,0.0,8.0,17.0,19.0,52.0
Gerard King 2001,1562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
Gheorghe Muresan 1999,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
Gheorghe Muresan 2000,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0
Gian Clavell 2017,1628492.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giannis Antetokounmpo 2013,203507.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0
Giannis Antetokounmpo 2014,203507.0,0.0,1.0,12.0,13.0,9.0,0.0,0.0,3.0,0.0,10.0,0.0,6.0,2.0,1.0,2.0,0.0,4.0,2.0,17.0,180.0
Giannis Antetokounmpo 2015,203507.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,10.0,5.0,8.0,1.0,11.0,6.0,2.0,8.0,0.0,34.0,10.0,28.0,288.0
Giannis Antetokounmpo 2016,203507.0,3.0,6.0,12.0,8.0,9.0,1.0,0.0,11.0,1.0,20.0,1.0,5.0,7.0,8.0,3.0,0.0,21.0,6.0,51.0,423.0
Giannis Antetokounmpo 2017,203507.0,0.0,2.0,17.0,13.0,9.0,1.0,0.0,8.0,3.0,21.0,1.0,16.0,7.0,16.0,4.0,0.0,22.0,24.0,60.0,510.0
Giannis Antetokounmpo 2018,203507.0,5.0,1.0,17.0,4.0,12.0,0.0,0.0,10.0,1.0,23.0,2.0,13.0,2.0,7.0,2.0,0.0,27.0,24.0,52.0,523.0
Giannis Antetokounmpo 2019,203507.0,2.0,0.0,33.0,7.0,47.0,4.0,0.0,1.0,0.0,14.0,1.0,7.0,1.0,1.0,3.0,0.0,18.0,23.0,49.0,552.0
Giannis Antetokounmpo 2020,203507.0,4.0,0.0,5.0,4.0,16.0,1.0,0.0,2.0,0.0,2.0,0.0,7.0,1.0,1.0,0.0,0.0,7.0,21.0,15.0,179.0
Gigi Datome 2015,203540.0,0.0,1.0,6.0,7.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0
Gilbert Arenas 2002,2240.0,4.0,5.0,16.0,23.0,22.0,0.0,0.0,12.0,16.0,16.0,9.0,3.0,3.0,5.0,11.0,0.0,15.0,5.0,6.0,151.0
Gilbert Arenas 2003,2240.0,3.0,1.0,19.0,39.0,16.0,0.0,0.0,10.0,12.0,18.0,4.0,14.0,7.0,6.0,4.0,0.0,13.0,10.0,14.0,157.0
Glen Davis 2007,201175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0
Glen Davis 2008,201175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,6.0,4.0,8.0,77.0
Glen Davis 2009,201175.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,7.0,6.0,1.0,5.0,3.0,7.0,5.0,0.0,15.0,2.0,12.0,76.0
Glen Davis 2010,201175.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,2.0,13.0,8.0,5.0,8.0,0.0,21.0,4.0,26.0,145.0
Glen Davis 2011,201175.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,7.0,4.0,7.0,17.0,6.0,9.0,5.0,0.0,19.0,6.0,19.0,89.0
Glen Rice 2001,779.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,6.0,2.0,8.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,16.0
Glen Rice 2002,779.0,6.0,2.0,16.0,5.0,7.0,0.0,0.0,6.0,6.0,13.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,2.0,9.0,7.0
Glen Rice 2003,779.0,4.0,7.0,15.0,23.0,15.0,0.0,0.0,3.0,0.0,8.0,4.0,3.0,2.0,4.0,2.0,0.0,1.0,1.0,5.0,17.0
Glen Rice 2013,203318.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
Glen Rice 2014,203318.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Glenn Robinson 2002,299.0,4.0,1.0,11.0,15.0,11.0,0.0,0.0,18.0,8.0,14.0,3.0,33.0,12.0,9.0,14.0,0.0,13.0,19.0,27.0,28.0
Glenn Robinson 2003,299.0,5.0,8.0,16.0,14.0,5.0,0.0,0.0,21.0,7.0,18.0,0.0,55.0,18.0,17.0,12.0,0.0,8.0,19.0,34.0,47.0
Glenn Robinson III 2019,203922.0,9.0,12.0,11.0,11.0,2.0,0.0,0.0,2.0,3.0,8.0,2.0,3.0,4.0,4.0,3.0,0.0,10.0,11.0,18.0,54.0
Glenn Robinson III 2020,203922.0,2.0,5.0,6.0,7.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0,3.0,4.0,3.0,2.0,0.0,3.0,6.0,7.0,24.0
Goga Bitadze 2019,1629048.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,4.0,16.0
Goga Bitadze 2020,1629048.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,6.0,10.0
Goran Dragic 2011,201609.0,6.0,2.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,29.0
Goran Dragic 2012,201609.0,6.0,5.0,11.0,26.0,17.0,1.0,0.0,1.0,7.0,5.0,2.0,5.0,4.0,3.0,7.0,0.0,9.0,11.0,15.0,134.0
Gordan Giricek 2003,1921.0,19.0,15.0,11.0,18.0,3.0,0.0,0.0,8.0,14.0,7.0,2.0,4.0,9.0,10.0,8.0,0.0,5.0,7.0,23.0,78.0
Gordan Giricek 2004,1921.0,1.0,3.0,5.0,9.0,1.0,0.0,0.0,1.0,12.0,4.0,4.0,5.0,3.0,0.0,7.0,0.0,3.0,2.0,3.0,22.0
Gordon Hayward 2017,202330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gordon Hayward 2018,202330.0,9.0,3.0,5.0,17.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,4.0,3.0,0.0,4.0,6.0,14.0,34.0
Gordon Hayward 2019,202330.0,8.0,13.0,14.0,17.0,8.0,0.0,0.0,1.0,3.0,13.0,2.0,8.0,6.0,4.0,8.0,0.0,8.0,29.0,29.0,113.0
Gordon Hayward 2020,202330.0,5.0,7.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0,11.0,1.0,9.0,7.0,3.0,4.0,0.0,12.0,18.0,19.0,70.0
Gorgui Dieng 2013,203476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
Gorgui Dieng 2014,203476.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,9.0,10.0,4.0,4.0,0.0,6.0,11.0,21.0,130.0
Gorgui Dieng 2015,203476.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,16.0,19.0,5.0,1.0,0.0,25.0,17.0,34.0,133.0
Gorgui Dieng 2016,203476.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,13.0,7.0,1.0,16.0,8.0,9.0,5.0,0.0,24.0,16.0,42.0,179.0
Gorgui Dieng 2017,203476.0,7.0,11.0,2.0,0.0,1.0,0.0,0.0,9.0,14.0,6.0,0.0,13.0,6.0,14.0,3.0,0.0,32.0,9.0,26.0,107.0
Gorgui Dieng 2018,203476.0,7.0,5.0,1.0,2.0,1.0,0.0,0.0,6.0,5.0,3.0,1.0,11.0,4.0,3.0,6.0,0.0,27.0,14.0,10.0,78.0
Gorgui Dieng 2019,203476.0,8.0,10.0,7.0,2.0,5.0,1.0,0.0,4.0,1.0,11.0,0.0,8.0,1.0,7.0,6.0,0.0,17.0,11.0,9.0,65.0
Gorgui Dieng 2020,203476.0,4.0,1.0,11.0,1.0,7.0,0.0,0.0,3.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0
Grant Hill 2013,255.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,15.0
Grant Jerrett 2014,203511.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Jerrett 2015,203511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Grant Long 2003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,9.0
Grant Williams 2019,1629684.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0
Grant Williams 2020,1629684.0,8.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,23.0
Grayson Allen 2018,1628960.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0
Grayson Allen 2019,1628960.0,2.0,7.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,5.0,13.0
Greg Anthony 2001,21.0,2.0,0.0,3.0,9.0,7.0,0.0,0.0,2.0,6.0,6.0,3.0,2.0,1.0,1.0,4.0,0.0,8.0,5.0,5.0,26.0
Greg Anthony 2002,21.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0
Greg Buckner 2000,1761.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,5.0,1.0,2.0,0.0,1.0,5.0,23.0,86.0
Greg Buckner 2001,1761.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,7.0,53.0
Greg Buckner 2002,1761.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,6.0,63.0
Greg Buckner 2006,1761.0,4.0,4.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,19.0
Greg Buckner 2007,1761.0,6.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,7.0,38.0
Greg Foster 2000,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,6.0,4.0,3.0,0.0,0.0,2.0,4.0,3.0
Greg Foster 2001,323.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,2.0,3.0,0.0,2.0
Greg Monroe 2018,202328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,74.0
Greg Monroe 2019,202328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Greg Oden 2014,201141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0
Greg Ostertag 2004,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0
Greg Ostertag 2005,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0
Greg Smith 2014,202962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
Greg Smith 2015,202962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Greg Stiemsma 2011,201880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greg Stiemsma 2012,201880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,5.0,3.0,2.0,36.0
Greivis Vasquez 2011,202349.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
Greivis Vasquez 2012,202349.0,5.0,7.0,16.0,30.0,15.0,1.0,0.0,6.0,6.0,17.0,2.0,2.0,23.0,6.0,13.0,0.0,22.0,15.0,84.0,110.0
Greivis Vasquez 2013,202349.0,5.0,4.0,20.0,11.0,11.0,0.0,0.0,0.0,3.0,8.0,2.0,5.0,18.0,4.0,1.0,0.0,6.0,9.0,69.0,105.0
Guerschon Yabusele 2017,1627824.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Guerschon Yabusele 2018,1627824.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0
Guerschon Yabusele 2019,1627824.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0
Guillermo Diaz 2008,200799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gustavo Ayon 2013,202970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0
Gustavo Ayon 2014,202970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,25.0
Ha Ha 2005,2775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Ha Ha 2006,2775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
Hakeem Olajuwon 1999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,1.0,4.0,27.0,31.0
Hakeem Olajuwon 2000,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,41.0,7.0,5.0,4.0,0.0,15.0,11.0,33.0,102.0
Hakeem Olajuwon 2001,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,30.0,7.0,5.0,4.0,0.0,8.0,14.0,17.0,72.0
Hakim Warrick 2012,101124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hamady Ndiaye 2013,202380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Hamed Haddadi 2013,201632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,20.0
Hamidou Diallo 2018,1628977.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0
Hamidou Diallo 2019,1628977.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,42.0
