,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area
Elliot Williams 2015,202343.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
Elton Brand 2013,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,14.0
Elton Brand 2014,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,13.0,12.0,8.0,3.0,0.0,18.0,30.0,18.0,52.0
Elton Brand 2015,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,6.0,3.0,11.0
Emanual Davis 2001,1023.0,7.0,2.0,4.0,9.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,17.0
Emanual Davis 2002,1023.0,5.0,6.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,1.0,12.0
Emeka Okafor 2009,2731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,6.0,18.0,92.0
Emeka Okafor 2010,2731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,2.0,0.0,4.0,9.0,61.0,269.0
Emeka Okafor 2011,2731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,30.0,129.0
Emeka Okafor 2012,2731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,15.0,39.0,36.0
Emeka Okafor 2018,2731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,6.0,31.0
Emmanuel Mudiay 2015,1626144.0,1.0,0.0,9.0,6.0,2.0,0.0,0.0,3.0,4.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,12.0,7.0,36.0
Emmanuel Mudiay 2016,1626144.0,9.0,5.0,36.0,31.0,13.0,1.0,1.0,7.0,7.0,28.0,3.0,9.0,5.0,7.0,9.0,0.0,19.0,21.0,26.0,163.0
Emmanuel Mudiay 2017,1626144.0,6.0,9.0,20.0,12.0,2.0,1.0,0.0,2.0,1.0,12.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,8.0,17.0,71.0
Emmanuel Mudiay 2018,1626144.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,2.0,14.0
Enes Kanter 2019,202683.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,13.0,67.0
Enes Kanter 2020,202683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,79.0
Eric Bledsoe 2010,202339.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,6.0,9.0,51.0
Eric Bledsoe 2011,202339.0,3.0,5.0,5.0,5.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,63.0
Eric Bledsoe 2012,202339.0,1.0,5.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,2.0,0.0,4.0,0.0,5.0,3.0,13.0,101.0
Eric Bledsoe 2013,202339.0,5.0,3.0,7.0,4.0,4.0,0.0,0.0,2.0,1.0,6.0,1.0,3.0,1.0,3.0,4.0,0.0,7.0,5.0,11.0,81.0
Eric Dawson 2012,201286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
Eric Gordon 2011,201569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
Eric Gordon 2012,201569.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,4.0,31.0
Eric Gordon 2013,201569.0,6.0,9.0,27.0,30.0,21.0,0.0,0.0,6.0,3.0,25.0,4.0,4.0,5.0,7.0,4.0,0.0,10.0,5.0,37.0,175.0
Eric Gordon 2014,201569.0,5.0,3.0,32.0,25.0,11.0,0.0,0.0,3.0,6.0,25.0,3.0,4.0,5.0,2.0,7.0,0.0,10.0,4.0,16.0,104.0
Eric Gordon 2015,201569.0,8.0,18.0,63.0,78.0,38.0,1.0,0.0,6.0,4.0,34.0,1.0,3.0,6.0,5.0,3.0,0.0,11.0,11.0,27.0,107.0
Eric Gordon 2016,201569.0,2.0,1.0,10.0,14.0,7.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,18.0
Eric Maynor 2014,201953.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
Eric Mika 2020,1628450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Eric Montross 2001,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,6.0
Eric Montross 2002,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,2.0,2.0,0.0,2.0,5.0,6.0,15.0
Eric Murdock 1999,785.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,5.0,12.0
Eric Murdock 2000,785.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,21.0
Eric Paschall 2019,1629672.0,3.0,3.0,4.0,8.0,2.0,0.0,0.0,1.0,4.0,6.0,1.0,1.0,6.0,7.0,0.0,0.0,0.0,8.0,19.0,85.0
Eric Paschall 2020,1629672.0,2.0,2.0,10.0,2.0,0.0,1.0,0.0,1.0,3.0,11.0,0.0,0.0,0.0,7.0,4.0,0.0,5.0,10.0,22.0,83.0
Eric Piatkowski 2004,15.0,3.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
Eric Piatkowski 2005,15.0,13.0,3.0,8.0,16.0,4.0,0.0,0.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,28.0
Eric Piatkowski 2006,15.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Eric Snow 2004,727.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0,1.0,7.0
Eric Snow 2005,727.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,17.0,14.0,3.0,2.0,4.0,12.0,7.0,7.0,0.0,7.0,8.0,5.0,45.0
Eric Snow 2006,727.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,4.0,1.0,6.0,10.0,6.0,3.0,0.0,3.0,10.0,7.0,70.0
Eric Snow 2007,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,3.0,3.0,0.0,51.0
Eric Snow 2008,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Eric Williams 1999,677.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,4.0,2.0,1.0,2.0,0.0,3.0,1.0,10.0,24.0
Eric Williams 2000,677.0,12.0,11.0,5.0,3.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,4.0,4.0,4.0,1.0,0.0,8.0,6.0,21.0,64.0
Eric Williams 2001,677.0,13.0,22.0,0.0,2.0,3.0,0.0,0.0,6.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,25.0,63.0
Eric Williams 2002,677.0,9.0,11.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,9.0,3.0,2.0,2.0,0.0,6.0,3.0,33.0,110.0
Eric Williams 2003,677.0,10.0,11.0,6.0,4.0,10.0,0.0,0.0,4.0,2.0,6.0,0.0,6.0,8.0,3.0,3.0,0.0,5.0,10.0,43.0,107.0
Erick Barkley 2000,2057.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Erick Barkley 2001,2057.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Erick Barkley 2002,2057.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0
Erick Dampier 2012,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Erick Green 2014,203475.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0
Erick Green 2015,203475.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,4.0,6.0,6.0
Erick Strickland 2001,1065.0,5.0,7.0,3.0,11.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,15.0
Erick Strickland 2002,1065.0,1.0,12.0,14.0,26.0,14.0,0.0,0.0,1.0,2.0,11.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,4.0,40.0
Erik Daniels 2004,2845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Erik Daniels 2005,2845.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Erik Murphy 2013,203513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Erik Murphy 2014,203513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ernest Brown 2002,2081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ersan Ilyasova 2017,101141.0,13.0,19.0,10.0,15.0,13.0,0.0,0.0,4.0,5.0,9.0,3.0,5.0,4.0,4.0,2.0,0.0,5.0,6.0,9.0,71.0
Ersan Ilyasova 2018,101141.0,6.0,3.0,5.0,6.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,41.0
Ervin Johnson 1999,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0
Ervin Johnson 2000,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,106.0
Ervin Johnson 2001,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,10.0,73.0
Ervin Johnson 2002,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,1.0,10.0,47.0
Ervin Johnson 2003,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,30.0
Ervin Johnson 2005,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Ervin Johnson 2006,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Esteban Batista 2005,101212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Esteban Batista 2006,101212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Esteban Batista 2007,101212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Etan Thomas 2010,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Etan Thomas 2011,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0
Etdrick Bohannon 2001,1564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Evan Eschmeyer 2001,1915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Evan Eschmeyer 2002,1915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0
Evan Eschmeyer 2003,1915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
Evan Fournier 2012,203095.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0
Evan Fournier 2013,203095.0,5.0,6.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,52.0
Evan Fournier 2014,203095.0,13.0,12.0,18.0,23.0,10.0,1.0,1.0,2.0,2.0,11.0,0.0,4.0,4.0,0.0,2.0,0.0,5.0,3.0,15.0,76.0
Evan Turner 2019,202323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,11.0
Evan Turner 2020,202323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fab Melo 2013,203097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Fabricio Oberto 2010,101177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Felipe Lopez 2001,1732.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,44.0
Felipe Lopez 2002,1732.0,4.0,6.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,27.0
Felton Spencer 2000,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Felton Spencer 2001,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Felton Spencer 2002,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Festus Ezeli 2012,203105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,25.0
Festus Ezeli 2013,203105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0
Festus Ezeli 2014,203105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0
Festus Ezeli 2015,203105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,114.0
Festus Ezeli 2016,203105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,22.0
Flip Murray 2008,2436.0,4.0,3.0,6.0,10.0,2.0,1.0,0.0,5.0,3.0,7.0,1.0,4.0,2.0,0.0,1.0,0.0,4.0,4.0,10.0,37.0
Flip Murray 2009,2436.0,8.0,6.0,19.0,15.0,10.0,2.0,0.0,2.0,7.0,18.0,5.0,15.0,7.0,11.0,9.0,0.0,7.0,14.0,18.0,94.0
Francisco Elson 2003,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,4.0,33.0
Francisco Elson 2004,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,1.0,4.0,0.0,7.0,0.0,10.0,39.0
Francisco Elson 2005,1922.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,4.0,4.0,6.0,8.0,0.0,9.0,3.0,8.0,52.0
Francisco Elson 2006,1922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,0.0,9.0,2.0,5.0,58.0
Francisco Garcia 2013,101128.0,13.0,18.0,13.0,22.0,7.0,1.0,0.0,4.0,2.0,8.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,26.0
Francisco Garcia 2014,101128.0,4.0,11.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0
Frank Jackson 2018,1628402.0,1.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,15.0
Frank Jackson 2019,1628402.0,15.0,14.0,13.0,12.0,5.0,0.0,0.0,1.0,0.0,9.0,0.0,6.0,6.0,0.0,0.0,0.0,4.0,13.0,22.0,101.0
Frank Jackson 2020,1628402.0,2.0,3.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,16.0
Frank Kaminsky 2019,1626163.0,1.0,2.0,11.0,7.0,18.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,22.0,54.0
Frank Mason 2019,1628412.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Mason 2020,1628412.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Frank Ntilikina 2017,1628373.0,1.0,0.0,7.0,4.0,8.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,2.0,2.0,4.0,0.0,7.0,7.0,2.0,16.0
Frank Ntilikina 2018,1628373.0,9.0,4.0,19.0,18.0,8.0,0.0,0.0,2.0,0.0,12.0,2.0,3.0,2.0,4.0,3.0,0.0,15.0,20.0,9.0,55.0
Frank Ntilikina 2019,1628373.0,4.0,6.0,10.0,4.0,5.0,1.0,0.0,2.0,2.0,8.0,2.0,1.0,1.0,0.0,2.0,0.0,8.0,5.0,3.0,23.0
Frank Ntilikina 2020,1628373.0,3.0,2.0,5.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,5.0,5.0,6.0,21.0
Frank Williams 2004,2421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Fred Hoiberg 1999,697.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,11.0
Fred Hoiberg 2000,697.0,0.0,4.0,10.0,26.0,9.0,0.0,0.0,5.0,5.0,6.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,36.0
Fred Hoiberg 2001,697.0,6.0,5.0,30.0,27.0,16.0,1.0,0.0,21.0,13.0,28.0,3.0,1.0,4.0,0.0,4.0,0.0,2.0,3.0,0.0,46.0
Fred Hoiberg 2002,697.0,1.0,3.0,5.0,6.0,6.0,0.0,0.0,6.0,6.0,9.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,5.0,35.0
Fred Hoiberg 2003,697.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0
Fred Jones 2008,2410.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Fred Jones 2009,2410.0,7.0,7.0,11.0,13.0,13.0,0.0,1.0,1.0,6.0,5.0,0.0,4.0,5.0,0.0,1.0,0.0,2.0,1.0,5.0,45.0
Fred VanVleet 2016,1627832.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Fred VanVleet 2017,1627832.0,6.0,7.0,9.0,9.0,6.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,57.0
Fred VanVleet 2018,1627832.0,20.0,19.0,36.0,33.0,25.0,1.0,0.0,2.0,1.0,22.0,0.0,0.0,1.0,3.0,4.0,0.0,7.0,3.0,11.0,111.0
Fred VanVleet 2019,1627832.0,17.0,13.0,39.0,37.0,21.0,5.0,0.0,1.0,1.0,22.0,0.0,3.0,1.0,0.0,3.0,0.0,9.0,3.0,10.0,127.0
Fred VanVleet 2020,1627832.0,5.0,5.0,17.0,12.0,17.0,1.0,0.0,2.0,0.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,41.0
Fred Vinson 2000,1844.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Furkan Aldemir 2014,203128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Furkan Aldemir 2015,203128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
Furkan Korkmaz 2017,1627788.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Furkan Korkmaz 2018,1627788.0,2.0,6.0,11.0,8.0,6.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,6.0,20.0
Furkan Korkmaz 2019,1627788.0,9.0,11.0,18.0,26.0,9.0,0.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,7.0,12.0,38.0
Furkan Korkmaz 2020,1627788.0,7.0,11.0,21.0,24.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,4.0,6.0,22.0
Gabe Pruitt 2007,201172.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Gabe Pruitt 2008,201172.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0
Gabe Pruitt 2009,201172.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0
Gabe Vincent 2020,1629216.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gal Mekel 2014,203539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Garret Siler 2010,202081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Garret Siler 2011,202081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0
Garrett Temple 2010,202066.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
